,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,frozenset({'beef'}),frozenset({'other vegetables'}),0.05246568378240976,0.1934926283680732,0.019725470259278087,0.37596899224806196,1.943066231613079,0.009573747205091429,1.2924155396337709,0.5122236689702779
1,frozenset({'other vegetables'}),frozenset({'beef'}),0.1934926283680732,0.05246568378240976,0.019725470259278087,0.10194429847609038,1.9430662316130791,0.009573747205091429,1.0550952625875214,0.601791776491934
2,frozenset({'beef'}),frozenset({'root vegetables'}),0.05246568378240976,0.10899847483477376,0.017386883579054397,0.3313953488372093,3.0403668431100312,0.011668204065608208,1.3326283680732078,0.7082512053284838
3,frozenset({'root vegetables'}),frozenset({'beef'}),0.10899847483477376,0.05246568378240976,0.017386883579054397,0.15951492537313433,3.0403668431100312,0.011668204065608208,1.127366023291073,0.7531887461435741
4,frozenset({'whole milk'}),frozenset({'beef'}),0.25551601423487547,0.05246568378240976,0.02125063548551093,0.08316752884998009,1.5851795469758803,0.007844813081322243,1.0334868648675366,0.49585570914945976
5,frozenset({'beef'}),frozenset({'whole milk'}),0.05246568378240976,0.25551601423487547,0.02125063548551093,0.4050387596899225,1.5851795469758803,0.007844813081322243,1.2513151031101117,0.389597113680904
6,frozenset({'bottled beer'}),frozenset({'bottled water'}),0.08052872394509406,0.11052364006100661,0.0157600406710727,0.19570707070707072,1.7707258881361918,0.006859712971192962,1.1059109530167706,0.4733805866594372
7,frozenset({'bottled water'}),frozenset({'bottled beer'}),0.11052364006100661,0.08052872394509406,0.0157600406710727,0.14259429622815087,1.7707258881361916,0.006859712971192962,1.0723876363430074,0.4893439237724383
8,frozenset({'bottled beer'}),frozenset({'other vegetables'}),0.08052872394509406,0.1934926283680732,0.016166751398068124,0.20075757575757575,1.0375463781270402,0.0005850369428048816,1.0090897919944486,0.03935703421180559
9,frozenset({'other vegetables'}),frozenset({'bottled beer'}),0.1934926283680732,0.08052872394509406,0.016166751398068124,0.08355228586442459,1.0375463781270402,0.0005850369428048816,1.0032992192273429,0.044869599139858544
10,frozenset({'bottled beer'}),frozenset({'soda'}),0.08052872394509406,0.17437722419928825,0.016980172852058974,0.21085858585858586,1.2092094413522985,0.002937797502202716,1.0462291814946618,0.18816618670212384
11,frozenset({'soda'}),frozenset({'bottled beer'}),0.17437722419928825,0.08052872394509406,0.016980172852058974,0.09737609329446065,1.2092094413522985,0.002937797502202716,1.018664882709408,0.20955502787528396
12,frozenset({'bottled beer'}),frozenset({'whole milk'}),0.08052872394509406,0.25551601423487547,0.02043721403152008,0.2537878787878788,0.9932366843926732,-0.0001391645423509287,0.9976841230558015,-0.007351302820593646
13,frozenset({'whole milk'}),frozenset({'bottled beer'}),0.25551601423487547,0.08052872394509406,0.02043721403152008,0.07998408276959808,0.9932366843926731,-0.0001391645423509287,0.9994080089645236,-0.009063529544844176
14,frozenset({'bottled water'}),frozenset({'other vegetables'}),0.11052364006100661,0.1934926283680732,0.024809354346720894,0.22447102115915363,1.1601011524436553,0.0034238447345098545,1.0399448552359483,0.15515443342553237
15,frozenset({'other vegetables'}),frozenset({'bottled water'}),0.1934926283680732,0.11052364006100661,0.024809354346720894,0.1282186022070415,1.1601011524436553,0.0034238447345098545,1.020297476168719,0.17111585774162347
16,frozenset({'rolls/buns'}),frozenset({'bottled water'}),0.18393492628368074,0.11052364006100661,0.024199288256227757,0.13156440022111662,1.1903733911450616,0.003870130669002443,1.024228348268389,0.19597390413927834
17,frozenset({'bottled water'}),frozenset({'rolls/buns'}),0.11052364006100661,0.18393492628368074,0.024199288256227757,0.21895124195032198,1.1903733911450616,0.003870130669002443,1.0448324324259588,0.17979956042773754
18,frozenset({'bottled water'}),frozenset({'root vegetables'}),0.11052364006100661,0.10899847483477376,0.015658362989323844,0.14167433302667892,1.29978271018413,0.003611454789486622,1.038069301023152,0.259299342632676
19,frozenset({'root vegetables'}),frozenset({'bottled water'}),0.10899847483477376,0.11052364006100661,0.015658362989323844,0.14365671641791045,1.29978271018413,0.003611454789486622,1.0386913484254912,0.25885548891368826
20,frozenset({'bottled water'}),frozenset({'soda'}),0.11052364006100661,0.17437722419928825,0.028978139298423997,0.2621895124195032,1.5035765916302124,0.009705333736184412,1.1190174031114386,0.3765351879928446
21,frozenset({'soda'}),frozenset({'bottled water'}),0.17437722419928825,0.11052364006100661,0.028978139298423997,0.1661807580174927,1.5035765916302124,0.009705333736184412,1.0667496204862754,0.40565638233514834
22,frozenset({'bottled water'}),frozenset({'tropical fruit'}),0.11052364006100661,0.10493136756481952,0.018505338078291814,0.16743330266789327,1.595645864087917,0.006907941378448518,1.0750713850354046,0.41967897214810795
23,frozenset({'tropical fruit'}),frozenset({'bottled water'}),0.10493136756481952,0.11052364006100661,0.018505338078291814,0.1763565891472868,1.595645864087917,0.006907941378448518,1.0799289452435779,0.4170568724697999
24,frozenset({'whole milk'}),frozenset({'bottled water'}),0.25551601423487547,0.11052364006100661,0.03436705643111337,0.13450059689614005,1.2169396232507244,0.0061264964439949506,1.027703031046754,0.23944980596694065
25,frozenset({'bottled water'}),frozenset({'whole milk'}),0.11052364006100661,0.25551601423487547,0.03436705643111337,0.31094756209751606,1.2169396232507244,0.0061264964439949506,1.0804460514375038,0.20041740732623908
26,frozenset({'bottled water'}),frozenset({'yogurt'}),0.11052364006100661,0.13950177935943062,0.022979156075241484,0.20791168353265868,1.4903873232825786,0.0075609116254498135,1.0863665108435527,0.3699181810456802
27,frozenset({'yogurt'}),frozenset({'bottled water'}),0.13950177935943062,0.11052364006100661,0.022979156075241484,0.16472303206997083,1.4903873232825788,0.0075609116254498135,1.0648879283039259,0.3823755462350951
28,frozenset({'brown bread'}),frozenset({'other vegetables'}),0.06487036095577021,0.1934926283680732,0.018708693441789527,0.28840125391849525,1.490502539300263,0.0061567567972719145,1.1333737953770247,0.35191414024421946
29,frozenset({'other vegetables'}),frozenset({'brown bread'}),0.1934926283680732,0.06487036095577021,0.018708693441789527,0.09668943772990016,1.4905025393002633,0.0061567567972719145,1.0352249581740367,0.408037613190379
30,frozenset({'whole milk'}),frozenset({'brown bread'}),0.25551601423487547,0.06487036095577021,0.02521606507371632,0.09868682849184242,1.5212930379581036,0.00864064900032023,1.0375191094561365,0.46027107876395484
31,frozenset({'brown bread'}),frozenset({'whole milk'}),0.06487036095577021,0.25551601423487547,0.02521606507371632,0.3887147335423197,1.5212930379581036,0.00864064900032023,1.2178994433798704,0.36643523308792836
32,frozenset({'butter'}),frozenset({'other vegetables'}),0.05541433655312659,0.1934926283680732,0.020030503304524657,0.3614678899082569,1.868122279163272,0.0093082376755872,1.2630647055729887,0.49196505166299664
33,frozenset({'other vegetables'}),frozenset({'butter'}),0.1934926283680732,0.05541433655312659,0.020030503304524657,0.10352075669994745,1.868122279163272,0.0093082376755872,1.0536614991438453,0.5761920486572415
34,frozenset({'whole milk'}),frozenset({'butter'}),0.25551601423487547,0.05541433655312659,0.02755465175394001,0.1078392359729407,1.9460530014566455,0.013395401346415137,1.0587617182167677,0.652988365447708
35,frozenset({'butter'}),frozenset({'whole milk'}),0.05541433655312659,0.25551601423487547,0.02755465175394001,0.4972477064220184,1.9460530014566455,0.013395401346415137,1.4808166870145727,0.5146588602592161
36,frozenset({'other vegetables'}),frozenset({'chicken'}),0.1934926283680732,0.04290798169801729,0.017895271987798677,0.09248554913294797,2.1554392789633727,0.009592893831080132,1.0546300583837134,0.6646652798789713
37,frozenset({'chicken'}),frozenset({'other vegetables'}),0.04290798169801729,0.1934926283680732,0.017895271987798677,0.4170616113744075,2.1554392789633723,0.009592893831080132,1.383520775726313,0.5600897694677572
38,frozenset({'whole milk'}),frozenset({'chicken'}),0.25551601423487547,0.04290798169801729,0.01759023894255211,0.06884202148826105,1.6044106192821028,0.00662656248021175,1.027851385467044,0.5060124448767117
39,frozenset({'chicken'}),frozenset({'whole milk'}),0.04290798169801729,0.25551601423487547,0.01759023894255211,0.4099526066350711,1.6044106192821026,0.00662656248021175,1.2617359116180025,0.3936070457226477
40,frozenset({'whole milk'}),frozenset({'chocolate'}),0.25551601423487547,0.04961870869344179,0.016675139806812404,0.06526064464783127,1.3152427051463536,0.003996765129982793,1.0167340081112732,0.32194655598563626
41,frozenset({'chocolate'}),frozenset({'whole milk'}),0.04961870869344179,0.25551601423487547,0.016675139806812404,0.3360655737704918,1.3152427051463536,0.003996765129982793,1.121321558806731,0.25219778355909156
42,frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.08276563294356888,0.1934926283680732,0.02887646161667514,0.34889434889434895,1.8031402634660652,0.01286192175987681,1.2386735858648839,0.48560323252005105
43,frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.1934926283680732,0.08276563294356888,0.02887646161667514,0.14923804519180242,1.803140263466065,0.01286192175987681,1.078132798337485,0.5522726627034015
44,frozenset({'citrus fruit'}),frozenset({'rolls/buns'}),0.08276563294356888,0.18393492628368074,0.01677681748856126,0.20270270270270271,1.102034870691587,0.0015533268942637402,1.0235392450001293,0.10094224587074604
45,frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.18393492628368074,0.08276563294356888,0.01677681748856126,0.09121061359867329,1.102034870691587,0.0015533268942637402,1.0092925608303431,0.11345626713182158
46,frozenset({'citrus fruit'}),frozenset({'root vegetables'}),0.08276563294356888,0.10899847483477376,0.017691916624300967,0.21375921375921378,1.9611211448898018,0.008670588864717253,1.1332425648195221,0.5343101091068478
47,frozenset({'root vegetables'}),frozenset({'citrus fruit'}),0.10899847483477376,0.08276563294356888,0.017691916624300967,0.16231343283582092,1.961121144889802,0.008670588864717253,1.094961293412577,0.5500412523397096
48,frozenset({'citrus fruit'}),frozenset({'tropical fruit'}),0.08276563294356888,0.10493136756481952,0.0199288256227758,0.2407862407862408,2.2947022074929055,0.011244114570639238,1.1789415320424546,0.6151247995041049
49,frozenset({'tropical fruit'}),frozenset({'citrus fruit'}),0.10493136756481952,0.08276563294356888,0.0199288256227758,0.18992248062015504,2.2947022074929055,0.011244114570639238,1.1322797449787523,0.6303579252898479
50,frozenset({'whole milk'}),frozenset({'citrus fruit'}),0.25551601423487547,0.08276563294356888,0.030503304524656837,0.11937922801432549,1.4423767905662055,0.009355359879289413,1.0415770286546822,0.4119630337794773
51,frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.08276563294356888,0.25551601423487547,0.030503304524656837,0.36855036855036855,1.4423767905662055,0.009355359879289413,1.179007712865392,0.3343746073975538
52,frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.08276563294356888,0.13950177935943062,0.021657346212506354,0.2616707616707617,1.8757521436092865,0.010111393147068985,1.1654668079890573,0.5090089738445452
53,frozenset({'yogurt'}),frozenset({'citrus fruit'}),0.13950177935943062,0.08276563294356888,0.021657346212506354,0.15524781341107868,1.875752143609286,0.010111393147068985,1.0858028918045068,0.5425700050870428
54,frozenset({'whole milk'}),frozenset({'coffee'}),0.25551601423487547,0.05805795627859685,0.018708693441789527,0.0732192598487863,1.2611408417037009,0.0038739558588597976,1.0163591051403547,0.2781351317649014
55,frozenset({'coffee'}),frozenset({'whole milk'}),0.05805795627859685,0.25551601423487547,0.018708693441789527,0.3222416812609457,1.261140841703701,0.0038739558588597976,1.098450531968698,0.21983003397912437
56,frozenset({'whole milk'}),frozenset({'cream cheese'}),0.25551601423487547,0.03965429588205389,0.016471784443314694,0.06446478312773578,1.6256695950289266,0.006339476812241849,1.0265200997228408,0.516960555201473
57,frozenset({'cream cheese'}),frozenset({'whole milk'}),0.03965429588205389,0.25551601423487547,0.016471784443314694,0.41538461538461546,1.6256695950289266,0.006339476812241849,1.2734594493350817,0.40076073956433933
58,frozenset({'curd'}),frozenset({'other vegetables'}),0.05327910523640061,0.1934926283680732,0.017183528215556684,0.32251908396946566,1.6668287918232763,0.006874414106266357,1.1904503175637453,0.4225726521852692
59,frozenset({'other vegetables'}),frozenset({'curd'}),0.1934926283680732,0.05327910523640061,0.017183528215556684,0.08880714661061481,1.6668287918232763,0.006874414106266357,1.0389906936188753,0.49603806914990434
60,frozenset({'curd'}),frozenset({'whole milk'}),0.05327910523640061,0.25551601423487547,0.026131164209456024,0.4904580152671756,1.9194805332879712,0.012517499597450459,1.4610846761832408,0.5059840939568988
61,frozenset({'whole milk'}),frozenset({'curd'}),0.25551601423487547,0.05327910523640061,0.026131164209456024,0.10226820533227217,1.919480533287971,0.012517499597450459,1.0545698619418995,0.6434332011516914
62,frozenset({'curd'}),frozenset({'yogurt'}),0.05327910523640061,0.13950177935943062,0.01728520589730554,0.3244274809160305,2.325615360648076,0.009852675914149298,1.2737318294227638,0.6020848206106628
63,frozenset({'yogurt'}),frozenset({'curd'}),0.13950177935943062,0.05327910523640061,0.01728520589730554,0.12390670553935858,2.325615360648076,0.009852675914149298,1.0806165287983847,0.6624142460954604
64,frozenset({'domestic eggs'}),frozenset({'other vegetables'}),0.06344687341128623,0.1934926283680732,0.02226741230299949,0.35096153846153844,1.8138238206879824,0.0099909100049133,1.2426187651810428,0.4790743051414107
65,frozenset({'other vegetables'}),frozenset({'domestic eggs'}),0.1934926283680732,0.06344687341128623,0.02226741230299949,0.11508145034156594,1.8138238206879822,0.0099909100049133,1.0583495248802388,0.5563229229270719
66,frozenset({'rolls/buns'}),frozenset({'domestic eggs'}),0.18393492628368074,0.06344687341128623,0.015658362989323844,0.08512990602542841,1.3417510028206545,0.003988267005488887,1.0237006682773313,0.3121138766541207
67,frozenset({'domestic eggs'}),frozenset({'rolls/buns'}),0.06344687341128623,0.18393492628368074,0.015658362989323844,0.24679487179487178,1.3417510028206543,0.003988267005488887,1.083456608508475,0.27196026208077007
68,frozenset({'whole milk'}),frozenset({'domestic eggs'}),0.25551601423487547,0.06344687341128623,0.029994916115912557,0.11738957421408674,1.8502026640954214,0.013783223906196004,1.061117225932118,0.6172310982921216
69,frozenset({'domestic eggs'}),frozenset({'whole milk'}),0.06344687341128623,0.25551601423487547,0.029994916115912557,0.47275641025641024,1.8502026640954214,0.013783223906196004,1.4120304167703273,0.4906488005314205
70,frozenset({'frankfurter'}),frozenset({'other vegetables'}),0.058973055414336555,0.1934926283680732,0.016471784443314694,0.2793103448275862,1.44351930708319,0.005060932948298683,1.1190772142261185,0.32650352495481255
71,frozenset({'other vegetables'}),frozenset({'frankfurter'}),0.1934926283680732,0.058973055414336555,0.016471784443314694,0.08512874408828167,1.44351930708319,0.005060932948298683,1.0285894747538873,0.38096194193857674
72,frozenset({'frankfurter'}),frozenset({'rolls/buns'}),0.058973055414336555,0.18393492628368074,0.019217081850533807,0.3258620689655172,1.7716160576428202,0.008369877250174393,1.2105313113950515,0.46283862005093757
73,frozenset({'rolls/buns'}),frozenset({'frankfurter'}),0.18393492628368074,0.058973055414336555,0.019217081850533807,0.10447761194029849,1.77161605764282,0.008369877250174393,1.0508134214539908,0.5337118650101454
74,frozenset({'whole milk'}),frozenset({'frankfurter'}),0.25551601423487547,0.058973055414336555,0.020538891713268937,0.08038201352964583,1.3630294880414944,0.0054703316465452186,1.023280273363813,0.35775135830982707
75,frozenset({'frankfurter'}),frozenset({'whole milk'}),0.058973055414336555,0.25551601423487547,0.020538891713268937,0.3482758620689655,1.3630294880414944,0.0054703316465452186,1.1423299252480745,0.283031382554787
76,frozenset({'frozen vegetables'}),frozenset({'other vegetables'}),0.04809354346720895,0.1934926283680732,0.017793594306049824,0.3699788583509514,1.912108287904155,0.008487848173045388,1.2801274724224878,0.5011175878170111
77,frozenset({'other vegetables'}),frozenset({'frozen vegetables'}),0.1934926283680732,0.04809354346720895,0.017793594306049824,0.09196006305832896,1.912108287904155,0.008487848173045388,1.048309020128415,0.5914602694330381
78,frozenset({'frozen vegetables'}),frozenset({'whole milk'}),0.04809354346720895,0.25551601423487547,0.02043721403152008,0.4249471458773784,1.6630939831691272,0.008148543494347116,1.2946357546577347,0.418855306887906
79,frozenset({'whole milk'}),frozenset({'frozen vegetables'}),0.25551601423487547,0.04809354346720895,0.02043721403152008,0.07998408276959808,1.6630939831691272,0.008148543494347116,1.0346630299597335,0.5355535896045583
80,frozenset({'other vegetables'}),frozenset({'fruit/vegetable juice'}),0.1934926283680732,0.0722928317234367,0.021047280122013217,0.10877561744613767,1.5046528798632406,0.007059150099674626,1.0409355785556014,0.4158609046460129
81,frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.0722928317234367,0.1934926283680732,0.021047280122013217,0.2911392405063291,1.5046528798632406,0.007059150099674626,1.1377514706950396,0.3615309837409222
82,frozenset({'fruit/vegetable juice'}),frozenset({'soda'}),0.0722928317234367,0.17437722419928825,0.01840366039654296,0.2545710267229255,1.459886908349838,0.0057974370711038215,1.1075807426307662,0.3395634366045717
83,frozenset({'soda'}),frozenset({'fruit/vegetable juice'}),0.17437722419928825,0.0722928317234367,0.01840366039654296,0.1055393586005831,1.459886908349838,0.0057974370711038215,1.0371693569715164,0.3815488664507527
84,frozenset({'whole milk'}),frozenset({'fruit/vegetable juice'}),0.25551601423487547,0.0722928317234367,0.026639552618200304,0.10425785913251093,1.4421604002366315,0.008167576398475197,1.0356855237134623,0.41182330360661484
85,frozenset({'fruit/vegetable juice'}),frozenset({'whole milk'}),0.0722928317234367,0.25551601423487547,0.026639552618200304,0.36849507735583686,1.4421604002366317,0.008167576398475197,1.1789044852539055,0.3304877497816346
86,frozenset({'yogurt'}),frozenset({'fruit/vegetable juice'}),0.13950177935943062,0.0722928317234367,0.018708693441789527,0.13411078717201164,1.855104911162777,0.008623714781438214,1.0713924535988593,0.5356744704570792
87,frozenset({'fruit/vegetable juice'}),frozenset({'yogurt'}),0.0722928317234367,0.13950177935943062,0.018708693441789527,0.2587904360056259,1.8551049111627773,0.008623714781438214,1.1609378270881305,0.49686683948687643
88,frozenset({'other vegetables'}),frozenset({'margarine'}),0.1934926283680732,0.05856634468734113,0.019725470259278087,0.10194429847609038,1.7406634991533836,0.00839331429181391,1.0483020749327032,0.5275914863972633
89,frozenset({'margarine'}),frozenset({'other vegetables'}),0.05856634468734113,0.1934926283680732,0.019725470259278087,0.3368055555555555,1.7406634991533834,0.00839331429181391,1.2160948849737954,0.45197706772903035
90,frozenset({'whole milk'}),frozenset({'margarine'}),0.25551601423487547,0.05856634468734113,0.024199288256227757,0.09470752089136489,1.6170980346641903,0.009234649293412478,1.0399220992530602,0.5125809405980364
91,frozenset({'margarine'}),frozenset({'whole milk'}),0.05856634468734113,0.25551601423487547,0.024199288256227757,0.4131944444444444,1.6170980346641903,0.009234649293412478,1.2687064372802122,0.40534805562791043
92,frozenset({'whole milk'}),frozenset({'napkins'}),0.25551601423487547,0.05236400610066091,0.019725470259278087,0.07719856744926382,1.4742677880844846,0.006345628131066509,1.0269121400038979,0.43210758707693503
93,frozenset({'napkins'}),frozenset({'whole milk'}),0.05236400610066091,0.25551601423487547,0.019725470259278087,0.37669902912621356,1.4742677880844848,0.006345628131066509,1.1944213478786265,0.33947336401044187
94,frozenset({'newspapers'}),frozenset({'other vegetables'}),0.07981698017285206,0.1934926283680732,0.019318759532282664,0.24203821656050956,1.2508911507475624,0.0038747622502351316,1.0640475407244747,0.21796743239313748
95,frozenset({'other vegetables'}),frozenset({'newspapers'}),0.1934926283680732,0.07981698017285206,0.019318759532282664,0.09984235417761429,1.2508911507475624,0.0038747622502351316,1.0222465188155647,0.24868951880457568
96,frozenset({'newspapers'}),frozenset({'rolls/buns'}),0.07981698017285206,0.18393492628368074,0.019725470259278087,0.2471337579617834,1.3435934270614371,0.0050443398949985355,1.0839443026519637,0.2779090960870307
97,frozenset({'rolls/buns'}),frozenset({'newspapers'}),0.18393492628368074,0.07981698017285206,0.019725470259278087,0.10724156992813708,1.3435934270614371,0.0050443398949985355,1.0307189367599445,0.31336622471811953
98,frozenset({'whole milk'}),frozenset({'newspapers'}),0.25551601423487547,0.07981698017285206,0.027351296390442297,0.10704337445284519,1.3411103028582578,0.0069567797484110586,1.0304901643607944,0.3416449281028097
99,frozenset({'newspapers'}),frozenset({'whole milk'}),0.07981698017285206,0.25551601423487547,0.027351296390442297,0.34267515923566877,1.3411103028582578,0.0069567797484110586,1.1325967612899666,0.2764115097866047
100,frozenset({'newspapers'}),frozenset({'yogurt'}),0.07981698017285206,0.13950177935943062,0.015353329944077275,0.19235668789808916,1.3788834004939554,0.004218719186868019,1.0654433804461307,0.29860963740807134
101,frozenset({'yogurt'}),frozenset({'newspapers'}),0.13950177935943062,0.07981698017285206,0.015353329944077275,0.11005830903790087,1.3788834004939554,0.004218719186868019,1.033981247504379,0.31932142485443055
102,frozenset({'other vegetables'}),frozenset({'pastry'}),0.1934926283680732,0.08896797153024912,0.02257244534824606,0.11665790856542302,1.3112348922753547,0.005357798696282251,1.031346787732264,0.2943062199870066
103,frozenset({'pastry'}),frozenset({'other vegetables'}),0.08896797153024912,0.1934926283680732,0.02257244534824606,0.2537142857142857,1.3112348922753547,0.005357798696282251,1.0806951763827504,0.26053983671171166
104,frozenset({'pip fruit'}),frozenset({'other vegetables'}),0.07564819522114896,0.1934926283680732,0.026131164209456024,0.3454301075268817,1.7852365252374574,0.011493796084814796,1.2321180379756747,0.47584710923318785
105,frozenset({'other vegetables'}),frozenset({'pip fruit'}),0.1934926283680732,0.07564819522114896,0.026131164209456024,0.1350499211770888,1.7852365252374574,0.011493796084814796,1.0686764790365453,0.5453764586534179
106,frozenset({'other vegetables'}),frozenset({'pork'}),0.1934926283680732,0.05765124555160142,0.021657346212506354,0.11192853389385181,1.9414764212452074,0.010502255182033807,1.061118153677694,0.6012692392377462
107,frozenset({'pork'}),frozenset({'other vegetables'}),0.05765124555160142,0.1934926283680732,0.021657346212506354,0.37566137566137564,1.9414764212452071,0.010502255182033807,1.2917787562579164,0.5145951236117612
108,frozenset({'rolls/buns'}),frozenset({'other vegetables'}),0.18393492628368074,0.1934926283680732,0.042602948652770714,0.23161967938087338,1.1970465300635258,0.007012896317453533,1.0496200253828456,0.20171257256398784
109,frozenset({'other vegetables'}),frozenset({'rolls/buns'}),0.1934926283680732,0.18393492628368074,0.042602948652770714,0.22017866526537044,1.1970465300635258,0.007012896317453533,1.046476977952935,0.2041030140441965
110,frozenset({'other vegetables'}),frozenset({'root vegetables'}),0.1934926283680732,0.10899847483477376,0.047381799694966954,0.24487651077246453,2.2466049285887957,0.026291398311075295,1.1799414769585426,0.688008479803653
111,frozenset({'root vegetables'}),frozenset({'other vegetables'}),0.10899847483477376,0.1934926283680732,0.047381799694966954,0.43470149253731344,2.2466049285887952,0.026291398311075295,1.4266929082333752,0.6227642658681474
112,frozenset({'sausage'}),frozenset({'other vegetables'}),0.09395017793594305,0.1934926283680732,0.026944585663446874,0.2867965367965368,1.4822091116100575,0.008765918798973094,1.1308236895112296,0.3590656449628719
113,frozenset({'other vegetables'}),frozenset({'sausage'}),0.1934926283680732,0.09395017793594305,0.026944585663446874,0.13925380977404098,1.4822091116100575,0.008765918798973094,1.052632973985287,0.40338300078973166
114,frozenset({'shopping bags'}),frozenset({'other vegetables'}),0.09852567361464158,0.1934926283680732,0.023182511438739197,0.23529411764705885,1.21603659855955,0.004118519889307278,1.054663485980212,0.19707308820212055
